date,NDVI_lisse,ndvi_zscore,alerte
1975-01-01,0.1892779913075481,-5.551115123125475e-14,Normal
1975-02-01,0.1892779913075482,2.7755575615627576e-14,Normal
1975-03-01,0.1892779913075482,2.77555756156277e-14,Normal
1975-04-01,0.1892779913075482,-8.326672684686843e-14,Normal
1975-05-01,0.1892779913075482,-1.9428902930935044e-13,Normal
1975-06-01,0.1892779913075487,2.4980018054058944e-13,Normal
1975-07-01,0.1892779913075487,1.6653345369372895e-13,Normal
1975-08-01,0.1892779913075487,8.326672684686859e-14,Normal
1975-09-01,0.1892779913075487,0.0,Normal
1975-10-01,0.1892779913075487,0.0,Normal
1975-11-01,0.1892779913075487,0.0,Normal
1975-12-01,0.1892779913075487,0.0,Normal
1976-01-01,0.1892779913075487,0.0,Normal
1976-02-01,0.1892779913075487,0.0,Normal
1976-03-01,0.1892779913075487,0.0,Normal
1976-04-01,0.1892779913075487,0.0,Normal
1976-05-01,0.1892779913075487,0.0,Normal
1976-06-01,0.1892779913075487,0.0,Normal
1976-07-01,0.1892779913075487,0.0,Normal
1976-08-01,0.1892779913075487,0.0,Normal
1976-09-01,0.1892779913075487,0.0,Normal
1976-10-01,0.1892779913075487,0.0,Normal
1976-11-01,0.1892779913075487,0.0,Normal
1976-12-01,0.1892779913075487,0.0,Normal
1977-01-01,0.1892779913075487,0.0,Normal
1977-02-01,0.1892779913075487,0.0,Normal
1977-03-01,0.1892779913075487,0.0,Normal
1977-04-01,0.1892779913075487,0.0,Normal
1977-05-01,0.1892779913075487,0.0,Normal
1977-06-01,0.1892779913075487,0.0,Normal
1977-07-01,0.1892779913075487,0.0,Normal
1977-08-01,0.1892779913075487,0.0,Normal
1977-09-01,0.1892779913075487,0.0,Normal
1977-10-01,0.1892779913075487,0.0,Normal
1977-11-01,0.1892779913075487,0.0,Normal
1977-12-01,0.1892779913075487,0.0,Normal
1978-01-01,0.1892779913075487,0.0,Normal
1978-02-01,0.1892779913075487,0.0,Normal
1978-03-01,0.1892779913075487,0.0,Normal
1978-04-01,0.1892779913075487,0.0,Normal
1978-05-01,0.1892779913075487,0.0,Normal
1978-06-01,0.1892779913075487,0.0,Normal
1978-07-01,0.1892779913075487,0.0,Normal
1978-08-01,0.1892779913075487,0.0,Normal
1978-09-01,0.1892779913075487,0.0,Normal
1978-10-01,0.1892779913075487,0.0,Normal
1978-11-01,0.1892779913075487,0.0,Normal
1978-12-01,0.1892779913075487,0.0,Normal
1979-01-01,0.1892779913075487,0.0,Normal
1979-02-01,0.1892779913075487,0.0,Normal
1979-03-01,0.1892779913075487,0.0,Normal
1979-04-01,0.1892779913075487,0.0,Normal
1979-05-01,0.1892779913075487,0.0,Normal
1979-06-01,0.1892779913075487,0.0,Normal
1979-07-01,0.1892779913075487,0.0,Normal
1979-08-01,0.1892779913075487,0.0,Normal
1979-09-01,0.1892779913075487,0.0,Normal
1979-10-01,0.1892779913075487,0.0,Normal
1979-11-01,0.1892779913075487,0.0,Normal
1979-12-01,0.1892779913075487,0.0,Normal
1980-01-01,0.1892779913075487,0.0,Normal
1980-02-01,0.1892779913075487,0.0,Normal
1980-03-01,0.1892779913075487,0.0,Normal
1980-04-01,0.1892779913075487,0.0,Normal
1980-05-01,0.1892779913075487,0.0,Normal
1980-06-01,0.1892779913075487,0.0,Normal
1980-07-01,0.1892779913075487,0.0,Normal
1980-08-01,0.1892779913075487,0.0,Normal
1980-09-01,0.1892779913075487,0.0,Normal
1980-10-01,0.1892779913075487,0.0,Normal
1980-11-01,0.1892779913075487,0.0,Normal
1980-12-01,0.1892779913075487,0.0,Normal
1981-01-01,0.1892779913075487,0.0,Normal
1981-02-01,0.1892779913075487,0.0,Normal
1981-03-01,0.1892779913075487,0.0,Normal
1981-04-01,0.1892779913075487,0.0,Normal
1981-05-01,0.1892779913075487,0.0,Normal
1981-06-01,0.1892779913075487,0.0,Normal
1981-07-01,0.1892779913075487,0.0,Normal
1981-08-01,0.1892779913075487,0.0,Normal
1981-09-01,0.1892779913075487,0.0,Normal
1981-10-01,0.1892779913075487,0.0,Normal
1981-11-01,0.1892779913075487,0.0,Normal
1981-12-01,0.1892779913075487,0.0,Normal
