Variable,journalier,hebdomadaire,mois_1,mois_2,mois_3
temp_moy_C,25.122106528488274,25.83213966171661,24.26346890784853,29.692347825393277,25.817689563904537
humidite_rel_pct,24.685003079268366,28.994647005917496,28.858705207432184,23.127775785186184,13.763918732831133
vent_vitesse_ms,2.9662849379904093,2.439083313492099,2.1997314867679294,2.736250659240778,3.7475203738112906
pression_hPa,977.0105630986592,974.4000668562276,973.6235891092801,972.7343514959306,977.6194546656127
precipitation_mm,0.9684821434718572,-11.708952128314165,-6.952440782413741,-16.389970282870824,-23.251391575227164
